Model_Name,Training_Time(Seconds),Final_Training_Loss,Final_Validation_Loss,Test_Set_MSE,Test_Set_MAE,Network_Structure
Simple_Model_NoRegularization,22.28,0.22198984026908875,0.0008637403952889144,0.0007340716583271122,0.019672119403034347,"Model: ""Polynomial_Fitting_FCN""
┏━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━┳━━━━━━━━━━━━━━━━━━━━━━━━┳━━━━━━━━━━━━━━━┓
┃ Layer (type)                    ┃ Output Shape           ┃       Param # ┃
┡━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━╇━━━━━━━━━━━━━━━━━━━━━━━━╇━━━━━━━━━━━━━━━┩
│ Hidden_Layer_1_32nodes (Dense)  │ (32, 32)               │            64 │
├─────────────────────────────────┼────────────────────────┼───────────────┤
│ BatchNorm_1                     │ (32, 32)               │           128 │
│ (BatchNormalization)            │                        │               │
├─────────────────────────────────┼────────────────────────┼───────────────┤
│ Output_Layer_1node (Dense)      │ (32, 1)                │            33 │
└─────────────────────────────────┴────────────────────────┴───────────────┘
 Total params: 549 (2.15 KB)
 Trainable params: 161 (644.00 B)
 Non-trainable params: 64 (256.00 B)
 Optimizer params: 324 (1.27 KB)

"
