Model_Name,Training_Time(Seconds),Final_Training_Loss,Final_Validation_Loss,Test_Set_MSE,Test_Set_MAE,Network_Structure
Advanced_Model_2Layers_64-32Nodes,48.62,0.2749888002872467,0.004270392935723066,0.0002998071910822,0.013847751300090659,"Model: ""Polynomial_Fitting_FCN""
┏━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━┳━━━━━━━━━━━━━━━━━━━━━━━━┳━━━━━━━━━━━━━━━┓
┃ Layer (type)                    ┃ Output Shape           ┃       Param # ┃
┡━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━╇━━━━━━━━━━━━━━━━━━━━━━━━╇━━━━━━━━━━━━━━━┩
│ Hidden_Layer_1_64nodes (Dense)  │ (32, 64)               │           128 │
├─────────────────────────────────┼────────────────────────┼───────────────┤
│ BatchNorm_1                     │ (32, 64)               │           256 │
│ (BatchNormalization)            │                        │               │
├─────────────────────────────────┼────────────────────────┼───────────────┤
│ Hidden_Layer_2_32nodes (Dense)  │ (32, 32)               │         2,080 │
├─────────────────────────────────┼────────────────────────┼───────────────┤
│ BatchNorm_2                     │ (32, 32)               │           128 │
│ (BatchNormalization)            │                        │               │
├─────────────────────────────────┼────────────────────────┼───────────────┤
│ Output_Layer_1node (Dense)      │ (32, 1)                │            33 │
└─────────────────────────────────┴────────────────────────┴───────────────┘
 Total params: 7,493 (29.27 KB)
 Trainable params: 2,433 (9.50 KB)
 Non-trainable params: 192 (768.00 B)
 Optimizer params: 4,868 (19.02 KB)

"
